Date / Time	City	State	Shape	Duration	Summary	Posted
12/24/14 18:45	Gilbert	AZ	Light	3 minutes	3 Amber/Orange Lights over South Gilbert Arizona	1/07/2015
12/24/14 18:32	Marysville	WA	Sphere	10 minutes	Three orbs U.F.O. 'S SIGHTED AND DOCUMENTED.christmas eve 2014	1/07/2015
12/24/14 17:30	Fairbanks	AK	Triangle	30 minutes	Three distant lights that appears to be aircraft on a collision course. Two  lights disappeared leaving one.	1/07/2015
12/24/14 17:30	Keighley (UK/England)		Light	4 minutes	Please reply if other reports nr same time area PLEASE.	1/07/2015
12/24/14 03:35	North Hollywood	CA	Circle	45 seconds	Bright Orange Light Moving Silently, Low In The Sky	1/07/2015
12/24/14 00:01	Roseville	CA	Fireball	45 seconds	7 fireballs three the first in triangle then four, dark orange, no sound	1/07/2015
12/23/14 22:30	Red Lodge	MT	Triangle	5 seconds	While walking out to my car I saw a silent triangle craft that consisted of  3 faint orange balls. One at tip and two at bottom forming	1/07/2015
12/23/14 22:15	West Sacramento	CA	Chevron	5-7 seconds	Lights in a chevron shape flying over West Sacramento, CA	1/07/2015
12/23/14 21:15	Korfu (Greece)		Sphere	45 minutes	1 big Light.	1/07/2015
12/23/14 21:00	Hammond	IN	Light	2-3 minutes	A group of lights moved across the sky.	1/07/2015
12/23/14 21:00	Hammond	IN	Light	2-3 minutes	A group of lights moved across the sky.	1/07/2015
12/23/14 18:00	Medford	OR	Light	2 minutes	Bright white light moving over Medford, OR moving east accelerated out of  site and disappeared as it approached a plane.	1/07/2015
12/23/14 18:00	Rancho Cordova	CA	Triangle	3-5 seconds	Green triangular craft blinks with white light, then leaves tail of  fluorescent green as it shoots into space.	1/07/2015
12/23/14 17:30	West Allis	WI	Circle	5-10 minutes	Orange/amber lights coming in pairs, equidistant from each other. Some made  triangle formations	1/09/2015
12/23/14 05:00	Belleville	NJ	Unknown	30+ minutes	Bright orange flashing sky.	1/07/2015
12/23/14 02:20	Wilmington	DC	Circle	20 minutes +	Sighting of a look alike 6 bright star like in circle with 1 bright  starlike in middle in Wilmington, De 12/22/2014.	1/07/2015
12/23/14 00:05	Kenmore	NY	Disk	10 minutes	Low, loud, flat bottomed craft flew over my home.	1/07/2015
12/22/14 23:00	Brewer	ME	Fireball	15 minutes	2 fire ball looking objects over brewer, me 04401 around 11:pm	1/07/2015
12/22/14 23:00	Deerfield	WI	Triangle	2 minutes	Saw a triangle with lights above Jc park with couple of my friends. My  phone died when j tried takin a pic of it and then it lit up.	1/07/2015
12/22/14 21:45	Fresno	CA	Fireball	4-5 minutes	I saw three orange redish glowing globes in the sky!	1/07/2015
12/22/14 21:30	Apache Junction	AZ	Light	20 minutes +	I witnessed a hovering line of super bright white lights over the  Superstition Mountains . I first noticed these lights because of the	1/07/2015
12/22/14 20:30	Rancho Cordova	CA	Triangle	15 seconds	Dim red glowing boomerang shaped craft looked as if it was hovering but  moving forward fast not in a straight line, As if flown like re	1/07/2015
12/22/14 20:27	Chicago	IL	Other	few seconds	Flash of short white light over Chicago similar to lightning followed by a  bigger bright blue flash.	1/07/2015
12/22/14 19:50	Houston	TX	Sphere	15 minutes	While walking subdivision park we saw 4 white light objects,1stayed  stationary, 3moved in a > formation,then turn L,then back flat -	1/07/2015
12/22/14 19:00	Redmond	OR	Formation	5 minutes	Red lights in big dipper formation over airport.	1/07/2015
12/22/14 19:00	Memphis	TN	Light	1-2 hours	Large green spherical light in the clouds.	1/07/2015
12/22/14 14:15	Burbank	CA	Sphere	3 minutes	Small silver sphere split into two yellow lights.	12/22/14
12/22/14 00:40	Glendale	AZ	Circle	50 seconds	Orange glowing light over Glendale	1/07/2015
12/21/14 23:45	San Gabriel	CA	Light	15-20 minutes	Strange Red lights over Irwindale, Ca.	1/07/2015
12/21/14 23:15	Everett	WA	Circle	0:00	Waxed and waned for forty five minutes, in circular, in varying speeds.	1/07/2015
12/21/14 22:30	Denver	CO	Sphere	12 minutes	UFO over DIA.	1/07/2015
12/21/14 21:30	Olympia	WA	Light	10-15 minutes	Bright reddish lights traveling west to east.	12/22/14
12/21/14 21:00	Tracy	CA	Circle	2 seconds	Very clear almost as if meant to be seen!	1/07/2015
12/21/14 20:16	Portales	NM	Fireball	5-10 seconds	Bright neon green light lights up horizon.	12/22/14
12/21/14 19:53	Oak Ridge	NJ	Disk	5 seconds	Taking pictures of my Christmas lights and an hat shaped object appeared  going east to west at a high rate of speed.	12/22/14
12/21/14 19:00	Edgewood	NM	Fireball	30 seconds	Orange/Red ball of light moving across night sky at low altitude.	12/22/14
12/21/14 18:50	Lake Worth	FL	Triangle	2 minutes	I was looking toward the east as I finished my cigarette and I saw a big  group of like 9 to 12 glowing orbits in the sky moving west. A	12/22/14
12/21/14 18:00	Lawrence (E of Indianaplis)	IN	Light	45 seconds	Large bright reddish orange light moves straight across sky below the  clouds without making a noise.	12/22/14
12/21/14 17:03	Berlin	CT	Fireball	10 minutes	Two fireball-looking objects flying side-by-side in a sourth-westerly  direction.	12/22/14
12/21/14 16:00	Visalia	CA	Formation	5-10 minutes	Multiple craft forming patterns and flying in unison.	12/22/14
12/21/14 03:00	Peoria	AZ	Other	25 minutes	Amber sphere breaks up into multiple fragments, 2 seperate repeated events.	12/22/14
12/21/14 00:20	Avon Lake	OH	Triangle	20 minutes	Triangular shape seen hovering and then moving away from neighborhoods and  roads.	12/22/14
12/21/14 00:00	New York City (Manhattan)	NY	Unknown	8 minutes	Unknown object hovering over Manhattan Lower East Side Sunday the 21st 0100  hrs..	1/07/2015
12/20/14 23:00	Belleville	IN	Cigar	Few minutes	Cigar shaped craft with pulsating red & green chevron lights hovering over  treeline in Belleville, Indiana.	12/22/14
12/20/14 22:40	St. George	UT	Sphere	10 minutes	Amber sphere traveling east to south west, hovered and disappeared.	12/22/14
12/20/14 22:14	West Hempstead	NY	Light	10 minutes	Two very bright red orange lights that were circular one behind another.  They disappeared two times. Before that I saw 3 grey UFOs.	12/22/14
12/20/14 22:00	Staten Island	NY	Cone	10 minutes	12 cone-shaped flying objects with a strange orange/red glow and some with  flashing lights. They were flying inline towards Atlantic.	12/22/14
12/20/14 21:10	Westminster	CA	Light	1 minute	Deep purple light and no sound w tight/abrupt turn.	12/22/14
12/20/14 20:40	Menasha	WI	Other	4-5 minutes	Polymorphic drone-like craft.	12/22/14
12/20/14 20:00	Middletown	IN	Fireball	10 minutes	Looked as if something was traveling across the sky on fire bright orange  flamelike and moved in a jagged motion continued across the s	12/22/14
12/20/14 20:00	Middletown	IN	Fireball	10 minutes	Looked as if something was traveling across the sky on fire bright orange  flamelike and moved in a jagged motion continued.	12/22/14
12/20/14 19:50	Manteca	CA	Light	1 minute	Purple-Pinkish colored light hovering, then slowly moves East, speeds up &  makes hard turn North, stops, then moves East again...	1/07/2015
12/20/14 19:00	Hugo	MN	Circle	10 minutes	Orange orbs in the sky, rotating around each other in Hugo, Minnesota.	12/22/14
12/20/14 18:30	Fort Myers	FL	Circle	3 minutes	4-5 circle objects in sky.	12/22/14
12/20/14 18:30	Sandown	NH	Light		3 orange reddish orbs of light low in sky.	12/22/14
12/20/14 18:20	Dhubri (India)		Changing	2 minutes	A BIG BRIGHT RED LIGHT SEEN IN THE SKY, CHANGED ITS SHAPE, AN UFO.	12/22/14
12/20/14 17:07	Anderson	IN	Circle	30 seconds to 1 minute	Driving, saw a small dot in the sky. brighter than anything else... was  sort of an orangish color, about 45 seconds later, disappeared.	12/22/14
12/20/14 12:45	Orillia (Canada)	ON	Cylinder	15 minutes	Silver object with a big contrail. ((NUFORC Note: We suspect a  high-altitude jet, generating a contrail in a clear, blue sky. PD))	1/07/2015
12/20/14 09:28	Ventura	CA	Diamond	10 minutes	Black hexagon shaped UFO seen above Ventura on 12-20-14.	12/22/14
12/19/14 22:30	Lakewood	CO	Formation	5 minutes	Strange lights over Lakewood, CO.	12/22/14
12/19/14 22:30	Camburi (Brazil)		Circle	10 seconds	Rotund whitish green light traveling and zigzagging then disappearing at a  very fast speed.	12/22/14
12/19/14 22:30	Lakewood	CO	Light	1 minutes	Orange-Red lights over the Rocky Mountains-Senn in Lakewood, Colorado.	12/22/14
12/19/14 21:20	Winter Springs	FL	Fireball	5 minutes	6-8 orange and red lights seen in a somewhat horizontal alignment.	12/22/14
12/19/14 21:15	Winter Springs	FL	Flash	5 minutes	UFOs were in a pattern, formed like a V-shape at first. The were evenly  spaced. It was very pretty to watch. Red lights mixed w/.	12/22/14
12/19/14 20:54	Bethel Park	PA	Chevron	12 seconds	On this foggy evening we witnessed a very large aircraft make a low, nearly  silent, L shaped turn at a very slow speed.	12/22/14
12/19/14 19:30	Gardner	MA	Formation	2 minutes	Three orange lights moving slow across clear cold sky.. in a triangle  formation.	12/22/14
12/19/14 18:15	Bullhead City	AZ	Other	50 seconds	Large square with rows of lights different colors flying slowly over the  mountain in front of the safeway just off Silver Creek Rd..	12/22/14
12/19/14 15:00	Laurel	MS	Circle	2 minutes	Glowing red sphere slowly descending in the sky.	12/22/14
12/18/14 23:11	Medford	OR	Unknown	1 second	Large bright object coming in fast, then vanishes.	1/07/2015
12/18/14 21:30	Inman	SC	Cigar	1 minute	Very large red laser lights flying low as big as a jet liner witnessed a  mile away by friend flying 100 foot above the ground.	12/22/14
12/18/14 21:30	Cape Coral/Punta Gorda	FL	Unknown	1.25 minutes	Unknown object over North Cape Coral/Punta Gorda.	12/22/14
12/18/14 21:30	Bangor	ME	Chevron	20 seconds	Chevron object seen in night sky.	12/22/14
12/18/14 21:30	Bellaire	MI	Light	1 hour +	Hovering, blinking light in sky, Bellaire, MI. ((NUFORC Note: Sighting of  Sirius. PD))	12/22/14
12/18/14 20:30	Lakeport	CA	Oval	10 minutes	Bright red glowing figure with a bright white diamond shaped light in the  middle hovered low while going a slow speed.	12/22/14
12/18/14 20:30	Yokohama (Japan)		Formation	2 hours +	3 lights in the sky in Yokohama, Japan.	12/22/14
12/18/14 18:10	Vandalia	OH	Other	15 seconds	Strange bright multicolored beams of light were seen near the airport, and  then the lights went out.	12/22/14
12/18/14 18:03	Salem	OR	Light	1 minute	There was only one very large BRIGHT yellowish light traveling from sw to  nw. It was going WA6 faster than any known obj..	12/22/14
12/18/14 17:45	Staten Island	NY	Fireball	15 minutes	Red dots, followed by red clear orb, followed by more red dots.	12/22/14
12/18/14 17:00	Connaught (Canada)	ON	Cigar	5-7 minutes	2 thin horizontal orange lines coming together and fading away.	12/22/14
12/18/14 08:03	Allentown	PA	Other	5 minutes	Series of lights in a flying string.	12/18/14
12/18/14 08:00	Sykesville	MD	Cylinder	3 minutes	On Wednesday 18 December 2014, I was walking out of my house to my car and  noticed what I thought was something bright floating or hove	12/22/14
12/18/14 00:00	Charles City	IA	Light	6 minutes	Lights hovering.	12/18/14
12/17/14 23:00	Sherburne	NY	Light	4 minutes	Very bright vivid blue light making fast erratic movements the disappeared	12/18/14
12/17/14 23:00	Chestnut Hill	MA	Other	15 seconds	Reddish bright object traveling southeast from brookline towards south of  Boston.	12/22/14
12/17/14 21:15	Gardenton (Canada)	MB	Oval	45 minutes	Oval object red, green, blue, white lights. Clear sky; 2130 hrs., Dec  /17/14. ((NUFORC Note: Witness states it was Sirius. PD))	12/18/14
12/17/14 19:30	Luxora	AR	Teardrop	a while	((HOAX??)) I was beamed into thus craft.	12/22/14
12/17/14 18:00	Hogansville	GA	Changing	~15 minutes	Aircraft turned off headlight beam and all lights then began flashing  alternating stacked horizontal rows of blue then red lights.	12/18/14
12/17/14 17:19	LaBelle	FL	Triangle	5-10 seconds	White Triangle in South Florida.	12/18/14
12/17/14 12:00	Cocoa Beach	FL	Light	1 minute	Strange orange light moving steady east over Patrick air force base.	12/22/14
12/17/14 10:00	Portsmouth	VA	Oval	3 minutes	Was @ the light on college drive heading east to 164, look up at an angle  and seen what appeared to be a white/shiny object appear, as	12/18/14
12/17/14 06:00	Lynnwood	WA	Other	2 minutes	Square craft hovering 300ft above road and forest. Four lights circling  around each corner (white and red). Search light looking for so	12/22/14
12/17/14 02:30	Rapid City	SD	Unknown	1 hour	Pulsing noise, purposely did not look for craft. Three seperate nights.  Gets louder and faster as gets closer.	1/07/2015
12/17/14 02:00	Vista	CA	Circle	3 minutes	Hovering ball in my backyard.	12/18/14
12/16/14 21:00	Longview	WA	Diamond	15 minutes	Orange-colored diamond shaped objects.	12/18/14
12/16/14 18:56	Mesa	AZ	Other	~5	4 orange umbrella-like objects seen above Mesa, Az.	1/07/2015
12/16/14 17:55	Naples	FL	Light	3 minutes	About 15 minutes after sunset two small white lights appeared above the  horizon over then Gulf of Mexico heading south east at a slow r	12/18/14
12/16/14 17:30	Caldwell	ID	Cigar	10 minutes	Cigar shaped UFO over Caldwell, ID.	12/18/14
12/16/14 17:23	Lancaster Mill	SC	Sphere	2 minutes	I saw a bright hot white glowing spheric light that started to morph into a  metal or aluminum box.	12/22/14
12/16/14 17:15	Maryland Heights	MO	Triangle	30 seconds	I was driving on my motorcycle on hwy 141at approx. 5:15pm when I looked up  and saw a flying object. The craft was traveling south to s	12/18/14
12/16/14 17:00	Fort Mill	SC	Triangle	:60	Triangular craft with lights are corners with multi row lights in front	12/18/14
12/16/14 09:00	Oklahoma City	OK	Changing	1:00	Shiny small fast moving object in Oklahoma City	12/18/14
12/16/14 06:41	Spring	TX	Chevron	1-2 seconds	Falling object changing direction.	12/18/14
12/16/14 04:00	College Station	TX	Sphere	5 seconds	Bright spherical orb moves across sky with incredible speed before  spontaneously disappearing.	12/18/14
12/15/14 21:32	Accomac	VA	Formation	~5 minutes	I was going on break at work,and like normal went to my car,and looked up  to my left(east) in the sky at the stars as i like to,but als	12/18/14
12/15/14 20:00	Longwood	FL	Chevron	5 minutes	6 lights in a chevron shape.	12/18/14
12/15/14 19:30	Conway	SC	Formation	~10 seconds	Four white lights horizontally, flashing then going out from right to left.	12/18/14
12/15/14 19:00	Harlingen	TX	Light	20 seconds	Very large, low to the groung, bright green light shot across Harlingen, TX  sky	12/18/14
12/15/14 17:45	Southington	CT	Diamond	45 seconds	Two diamond shaped objects over 84 Southington	12/18/14
12/15/14 17:30	Mabton	WA	Light	10 minutes	13 moving objects high angle NE Mabton WA observer for several min.  Pictures taken.	12/18/14
12/15/14 17:30	Orlando	FL	Cigar	10 minutes	Large bright white object	12/18/14
12/15/14 14:00	Port Saint Lucie	FL	Changing	3 minutes	Translucent circular shaped object slowly buzzes the front lawn and, just  as suddenly, seems to be sucked up into the sky.	12/18/14
12/15/14 06:40	Burlington	MA	Light	5-10 seconds	Bright greenish light rose up,stopped then shot across sky	12/18/14
12/15/14 05:30	Lenoir City	TN	Triangle	5 minutes	My wife and I were on our way to work. She said what's that. I turned to  see a triangular very dark in color, probably black, shaped ob	1/07/2015
12/15/14 02:30	Shoreline	WA	Cross	35 minutes	Stationary cross-shaped object flashing lights	12/18/14
12/15/14 02:00	Raleigh	NC	Light	1 minute	Bright fast light crossed the sky at great speed.	12/18/14
12/15/14 01:20	Grand Junction	CO	Sphere	3-5 minutes	Orange sphere with beams of light emanating from it.	12/22/14
12/14/14 22:50	Seattle	WA	Light	15 minutes	Strange lights over Seattle.	12/18/14
12/14/14 22:30	Cochrane (Canada)	AB	Light	40 minutes	Dec. 14th, '14, multi-colored lights hovered in the sky east of Calgary  between 22:30 and 23:30. ((NUFORC Note: Sirius?? PD))	12/18/14
12/14/14 22:30	Framingham	MA	Sphere	3 seconds	Bright Blue Orb descending in night sky	12/18/14
12/14/14 22:25	Aloha	OR	Flash	3 seconds	Driving in my car sitting on 198th facing tv hwy at the light. Saw what  looked like a shooting star, but then it paused in the sky, an	12/18/14
12/14/14 22:00	Augusta	GA	Triangle	30 minutes +	I was coming home from work when I noticed 3 bright lights (red, blue,  green) that where flashing in pattern.	12/18/14
12/14/14 21:30	Rancho Cucamonga	CA	Other	2-3 seconds	A green light like nothing I have seen before.	12/18/14
12/14/14 21:23	Ringgold	GA	Light	Few seconds	Green Light in the Sky.	12/18/14
12/14/14 21:00	Chandler	AZ	Fireball	4-5 minutes	5 orange fireballs seen from Chandler close to Skyharbor Airport	12/18/14
12/14/14 21:00	Altamonte Springs	FL	Flash		Saw a small bright white object flashed across the sky.	12/18/14
12/14/14 21:00	Charlotte	NC	Other	1 hour +	Multi-colored flashing lights around a stationary orb. ((NUFORC Note:  Probable sighting of Sirius. PD))	12/18/14
12/14/14 20:36	Port Saint Lucie	FL	Disk	3 seconds	This was a disk shaped bright white light, very fast,	12/18/14
12/14/14 20:36	Port Saint Lucie	FL	Disk	3 seconds	This was a disk shaped bright white light, very fast,	12/18/14
12/14/14 20:12	Chesapeake	VA	Light	30+ minutes	Odd blinking light in sky moving in odd ways. ((NUFORC Note: "Twinkling"  star, possibly Sirius. PD))	12/18/14
12/14/14 20:00	Manassas	VA	Formation	5 minutes	UFOs above Prince William parkway.	12/18/14
12/14/14 19:00	Evans	GA	Formation	15 minutes	2 UFO Obects Hovering in night sky above Amherst Subdivision.	12/18/14
12/14/14 17:00	Manchester	NH	Diamond	1 hour	3 diamond/oval shaped crafts with lights.	12/18/14
12/14/14 17:00	Stewartstown	PA	Light	2 minutes	2 very bright orange lights in sky.	12/18/14
12/14/14 09:50	Meriden	CT	Triangle	10 minutes	1 Very Large triangle shaped 5 lights around it. flying low and slow just  over the tree tops. several commercial aircraft flying above	12/18/14
12/14/14 07:30	Moscow	ID	Diamond	3 seconds	Startled by light while driving,very bright white and red, very low, very  fast, looked like it was going to hit ground but went behind	12/18/14
12/14/14 05:30	Indiatlantic	FL	Light	1 minute	I had seen what i thought was a star, except they got dimmer and dimmer  until they disapered, with out changing their place.	12/18/14
12/14/14 04:45	Beaverton	OR	Unknown	27 minutes	Multi color lights pulsing and flashing on object. ((NUFORC Not: Sirius??  PD))	12/18/14
12/14/14 04:33	Rumford	RI	Light	2 seconds	An apparent shooting star that had a U-shaped trajectory.	12/18/14
12/14/14 00:30	Mobile	AL	Other	1 hour	many shooting stars before a strange object appeared.	12/18/14
12/14/14 00:08	Orangeburg	SC	Circle	1 minute	at 2408 approx. While traveling north on 301 heading toward 176 in holly  hill, I observed round shaped object with blue,red,and yellow	12/18/14
12/13/14 23:00	San Antonio	TX	Triangle	30 minutes	yellowish orangeish triangular shape	12/18/14
12/13/14 21:48	Orange County (in southern part)	CA	Fireball	3 seconds	Fireball seen clearly in South Orange County LA area.	12/18/14
12/13/14 21:30	Plantation	FL	Light	2 seconds	Walking my dog, I hear a constant whooshing noise coming from the north. I  walk south and look behind me and see an orb of light shoot	12/18/14
12/13/14 21:30	Holiday	FL	Fireball	sky	There were 3 ufos flied in sky!	12/18/14
12/13/14 21:15	Canton	MS	Changing	1 hour	Changing shaper with multicolored lights. ((NUFORC Note: Possible sighting  of Sirius?? PD))	12/18/14
12/13/14 21:00	Thornton	CO	Triangle	30 seconds	((HOAX??)) fast silent low flying objects	12/18/14
12/13/14 21:00	Pawling	NY	Sphere	2-5 minutes	Two Red, Round, Erratically Pulsating Objects	12/18/14
12/13/14 21:00	Casselberry	FL	Light	30 seconds	Bright fast moving object flying parallel to the horizon	12/18/14
12/13/14 20:30	Vero Beach	FL	Sphere	40 seconds	Red sphere with yellow light in middle.	12/18/14
12/13/14 20:30	Geigertown	PA	Other	15 minutes	Strange Booming noises with flashes of light in very rapid succession.	12/18/14
12/13/14 19:30	Hemet	CA	Other	30 seconds	redish glowing object with visible bow shock streaking through night sky	12/18/14
12/13/14 19:30	Aberdeen	MD	Other	15 seconds	Boomerang shaped object over Aberdeen, Maryland.	12/18/14
12/13/14 19:30	Des Moines	WA	Disk	Unknown, I drove past the	5 circular disks hovering in straight line.	12/18/14
12/13/14 19:15	Ocala	FL	Unknown	5-10 minutes	Multiple lights hovering in the sky.	12/18/14
12/13/14 19:00	South Abbeville	LA	Light	1 minute	Seen a large ball off light zig zagging Like it was crashing then shot  westward.	12/18/14
12/13/14 18:45	Portland	OR	Unknown	5-7 minutes	Orange/Red lights in a formation pattern moving from East to West over I-5  in Portland	12/18/14
12/13/14 17:40	Myrtle Beach	SC	Teardrop	~5 minutes	ITS NOT A SHOOTING STAR.	12/18/14
12/13/14 17:30	Annapolis	MD	Formation	5 minutes	I video-taped over 4 minutes of incident.	12/18/14
12/13/14 17:00	Winston-Salem	NC	Sphere	15 minutes	Orb that moved erratically and shifted from white to a blue violet color.  The blue shift seemed to affect my camera's focus. We watched	12/18/14
12/13/14 11:43	Texarkana		Triangle	1 minute	I was siting out side watching a meator shower and i looked up and saw a  triangle shaped object hovering across the sky i hollerd over	12/18/14
12/13/14 06:40	Sebring	FL	Unknown	4	Moving light in night sky, not airplane or sattelite for sure	12/18/14
12/13/14 04:40	McGehee	AR	Cylinder	Watched about 5 min then	Similar airplane lighted and look (except red and blue) of object that was  stationary and not making any disernible noise.	12/18/14
12/13/14 04:30	Carson City	NV	Circle	~30 minutes	One bright white circle and two reddish trangluar flying objects.	12/18/14
12/13/14 03:00	El Cajon	CA	Circle	5 minutes	Bright, solid white object high in the sky would move slow and dart up and  down; then disappeared	12/18/14
12/13/14 02:00	Decatur	GA	Light	8-10 seconds	Bright yellow-white sphere/orb light inside 4th floor bedroom window.	12/18/14
12/12/2014 22:45:00	Grants Pass	OR	Light	i only saw it for maybe 1	Cluster of lights in the sky in southern Oregon.	12/18/14
12/12/2014 22:20:00	Palm Coast	FL	Unknown	2 minutes	2 bright white lights size of headlights on a car with white light between  them that weren't moving and then were just gone.	12/18/14
12/12/2014 20:25:00	Pawtucket	RI	Oval		4 oval shaped blue lights in the sky circling and in a pattern of coming  all together. ((NUFORC Note: Advertising lights. PD))	12/18/14
12/12/2014 20:00:00	Bremerton	WA	Light	10 minutes	Orange star-like lights above Bremerton, WA.	12/18/14
