Date / Time	City	State	Shape	Duration	Summary	Posted
12/12/2014 20:00:00	Kailua (Kona)	HI	Circle	1 minute	I was watching tv with my husband and saw a circular item in the sky fly  very low and very fast past our house. I said "what the h	12/18/14
12/12/2014 19:30:00	Palm springs	CA	Diamond	5 minutes	The big, fast spacecraft glares in the sky but then disappeared in the  clouds 5 min later lights we're moving in the clounds	12/18/14
12/12/2014 19:25:00	Los Angeles	CA	Unknown	1 minute	Thought it was an airplane taking off but the angle went to far up and  across the LA valley. ((NUFORC Note: Missile launch. PD))	12/18/14
12/12/2014 19:25:00	Redondo Beach	CA	Chevron	2 minutes	Large bright red object flying at an even pace, leaving an enormous slender  fluorescent-blue crescent wake. Seemed like it was skimming	12/18/14
12/12/2014 19:25:00	Lakewood	CA	Changing	5 minutes	Red streak moving across the sky.	12/18/14
12/12/2014 19:25:00	Sherman Oaks	CA	Other	10 minutes	Orange and yellow ball shaped flying object changes rapidly while moving  over Sherman Oaks, California.	12/18/14
12/12/2014 19:22:00	Riverside	CA	Other	5-7 seconds	Friend's phone call leads to mutual sighting of object with odd 'plume'.	12/18/14
12/12/2014 19:15:00	San Fernando Valley	CA	Circle	2 minutes	Glowing trail behind object, trail dies, becomes semi circle, disappears.  ((NUFORC Note: Atlas V missile launch. PD))	12/18/14
12/12/2014 19:15:00	Summerland	CA	Changing	3 minutes	Craft with tail moving through the sky appeared to have a force field.  ((NUFORC Note: Atlas V rocket launch. PD))	12/18/14
12/12/2014 19:00:00	Anaheim	CA	Chevron	1 minute	That it was big and a different shape that disappeared before our eyes.  ((NUFORC Note: Atlas V missile launch. PD))	12/18/14
12/12/2014 18:20:00	Julesburg	CO	Flash	5 minutes	Never in my life have I seen any aircraft that stays stationary and light  up so brilliantly with no sound or movement.	12/18/14
12/12/2014 17:30:00	North Wales	PA	Triangle	5 minutes	I heard an extremely loud noise outside, and went onto my balcony to  investigate. I saw an very very large green light headed my direct	12/18/14
12/12/2014 17:30:00	Sioux City	IA	Other	180 seconds	Silent Matte Black Square.	12/18/14
12/12/2014 13:00:00	South Lake Tahoe	CA			South lake tahoe in the sky over the high school, 3 triangle shaped white  lights slowly moving together.	12/18/14
12/12/2014 12:40:00	Cartersville	GA	Unknown	3.6 minutes	Looking up towards the west I noticed an object that flashed from white to  green to red. ((NUFORC Note: Possible star?? PD))	12/12/2014
12/12/2014 12:30:00	Metairie	LA	Light	1 minute	I WAS WALKING MY DOG AND I SAW SOMETHING RED MOVING ON THE SKY, I THOUGHT  IT WAS AN AIRPLANE BUT THEN I SAW THAT IT WILL PAUSE AND MOVE	12/18/14
12/12/2014 10:39:00	Colorado Springs	CO	Other	2 seconds	I once studied architecture and instead became a gent. In the  east-northeast of Colorado Springs in the Garden of the Gods area an eve	12/18/14
12/12/2014 10:30:00	Greensburg	IN	Circle	30 minutes	Bright strobing multi colored star like object.	12/22/14
12/12/2014 9:10:00	New York City	NY	Rectangle	10 minutes	Saw strange flying object hover over head for 10 minutes.	12/18/14
12/12/2014 7:32:00	Port Saint Lucie	FL	Oval	2 minutes	At first we saw three orange ovals in a pentagon shape formation . then  they slowly started to fade. after i kept watching because i ha	12/18/14
12/12/2014 7:00:00	Waco	TX	Light	1:00	Light shooting across sky, change direction, then fade with other	12/18/14
12/12/2014 7:00:00	Los Angeles	CA	Sphere	~20-30	Red star like orb with a visible shockwave that dissipated then reapeared  as a red circular orb of light before dissipating completly.	12/18/14
12/12/2014 6:30:00	Isle of Man (UK/England)		Light	2 seconds	Over the Isle of Man, very fast moving light, diving then zooming.	12/12/2014
12/12/2014 1:00:00	Miamisburg	OH	Changing		Bright color changing and, shape shifting object seen over Miamisburg, OH.  ((NUFORC Note: Possible "twinkling" star?? PD))	12/12/2014
12/12/2014 0:00:00	Spotsylvania	VA	Unknown	1 minute	White then orange orb gained a "tail of light" when chased off by a heli.	12/12/2014
12/11/2014 23:25:00	Kenner	LA	Chevron	~1 minute	Strange, chevron-shaped, ufo moving east to west over Kenner.	12/12/2014
12/11/2014 23:15:00	Eugene	OR	Disk	2 minutes	Dual orange orbs in Eugene, Oregon. 12/11/2014.	12/12/2014
12/11/2014 22:00:00	Burlington	NC	Light	45 minutes	Cluster of moving lights.	12/18/14
12/11/2014 20:04:00	Phoenix	AZ	Chevron	3 minutes	4 Orange Lights Spotted South Of The Phoenix Area.	12/12/2014
12/11/2014 20:00:00	Franklin	NC	Disk	5 minutes	There were 5 or 6 lights in a row blinking, whites and reds. It was just  sitting there over top the ridge of the mountains.	12/12/2014
12/11/2014 19:00:00	Hatfield	PA	Fireball	5 minutes	Clearly visible fireball over Hatfield, PA.	1/16/15
12/11/2014 18:30:00	Longview	WA	Cylinder	10 seconds	Two cylinder shaped objects that flew parallel in the sky.	12/12/2014
12/11/2014 17:30:00	Markesan	WI	Light	10 minutes	Dark sky, large lights, nothing like an airplane, turning on and off in a  pattern.	12/12/2014
12/11/2014 16:40:00	Birmingham	AL	Fireball	20 minutes	UFOs moving fast like fireballs or individual rockets.	12/12/2014
12/11/2014 16:20:00	Hoover	AL	Light	15 minutes	4 white floating streaks of light, that moved in no particular order in  Hoover area	12/18/14
12/11/2014 6:40:00	Arvada	CO	Fireball	1 minute	I was on my way to school Thursday morning, around 6AM. As I looked out the  windshield, I saw a huge white ball of light with a tail, l	12/18/14
12/11/2014 6:00:00	New York City (Brooklyn)	NY	Oval	2:00	This is the second sighting in the same location. I have a city view and my  area is very active with ufo sightings for some reason I ca	12/18/14
12/11/2014 6:00:00	West Milford	NJ	Fireball	10 seconds	Strange light across sky.	12/12/2014
12/11/2014 0:00:00	Williamsburg	VA	Egg	10 minutes	Bright light object with three clusters of light.	12/12/2014
12/10/2014 21:20:00	Mesa/Chandler	AZ	Sphere	20 minutes	Multiple orange spheres over Mesa/Chandler, AZ.	12/18/14
12/10/2014 21:00:00	Westland	MI	Triangle	3-5 minutes	Strange glowing object seen in the sky, moving east to west.	12/18/14
12/10/2014 20:30:00	Chandler	AZ	Sphere	1 hour	1-7 bright orange spheres seen for over an hour in Chandler, Arizona, near  the Gila River Reservation.	12/12/2014
12/10/2014 20:10:00	Mesa	AZ	Sphere	15 minutes	Orange spheres over Mesa.	12/18/14
12/10/2014 20:00:00	Maricopa	AZ	Formation	20-25 minutes	Bright orange lights over Maricopa.	12/12/2014
12/10/2014 19:30:00	Litchfield Park	AZ	Formation	20 minutes	Multiple lights in the sky in Litchfield Park, Arizona.	12/12/2014
12/10/2014 19:15:00	Flagler	CO	Light	1 minute	Eastern Colorado lights.	12/12/2014
12/10/2014 19:00:00	Garner	NC	Light	12 minutes	Lights in distance quickly moving in every direction then shooting up at  great speed.	12/12/2014
12/10/2014 18:45:00	National City	CA	Triangle	~1 minute	I had a sighting on 12-10-14 in National City, California. It was a perfect  triangle covered with lights across the whole bottom. It	12/18/14
12/10/2014 17:48:00	Leeds	WI	Light		Amber colored lights appear in the sky.	1/07/2015
12/10/2014 17:30:00	Ruidoso	NM	Fireball	20 minutes	1 lg. bright orange orb that split into 3 orbs. Fighter jets chased them &  they disappeared. Mil. jets, helis, and a b2 followed.	12/12/2014
12/10/2014 16:10:00	Yucaipa	CA	Disk	10 minutes	Glowing saucer dome shape on top and bottom with lights on top of doom  flashing, grey metallic color.	12/12/2014
12/10/2014 13:03:00	Eloy	AZ	Other	4 minutes	Unknown object over Eloy, Arizona. Daytime sighting.	12/12/2014
12/10/2014 6:30:00	Longmont	CO	Sphere	continuous	Possible drone flying in circles very high altitude, Eastern sky 35 degrees  declination.	12/12/2014
12/10/2014 5:00:00	Warminster	PA	Triangle	3 minutes	Three lights flying in strict formation, but gave impression that it was  one object. Not solid-- did not block stars behind it.	12/12/2014
12/10/2014 3:00:00	Merigold	MS	Light	10 minutes	Lighted up yard early morn, then lights going around object in a vertical  circular formation and slowly vanished.	1/07/2015
12/10/2014 1:18:00	Rentz	GA	Triangle	8-10 minutes	Initially, started as shooting star, then became 3 bright lights. Flew in  complete silence. Body of craft was almost transparent.	12/12/2014
12/09/2014 21:42:00	Mission Viejo	CA	Fireball	3 minutes	Vibrant, blue/purple fireball hovering and spanning across the night sky in  Mission Viejo.	12/12/2014
12/09/2014 20:48:00	Salt Lake City	UT	Egg	4-5 seconds	Blue-green craft in the sky, then disappearing.	12/12/2014
12/09/2014 20:44:00	South Jordan	UT		2 seconds	Saw a huge round bright white orb shoot downward incredibly fast NW in the  night sky. It dissipated to black within a couple seconds.	12/12/2014
12/09/2014 20:00:00	Des Moines	WA	Formation	30 seconds	Des Moines, WA, 6 white orbs in diamond configuration on east side of Maury  Is, WA 8pm 12/9/14.	12/12/2014
12/09/2014 18:20:00	Sulphur	LA	Circle	8 minutes	It look like it was try to say or do.something but it wanted my attention.	12/12/2014
12/09/2014 18:15:00	Bellefontaine	OH	Unknown	3 minutes	Silent low level object with red&white lights flying into a head wind east  of Bellefontaine Ohio.	1/07/2015
12/09/2014 17:15:00	Loveland	CO	Circle	15 minutes	Orange/Pink orb moving at high rate of speed over Loveland/Fort-Collins  heading north to Wyoming.	12/12/2014
12/09/2014 16:55:00	Mauston	WI	Light	1.5 minutes	I seen two blinking lights in the north, one directly above the other. They  blinked from really bright to dark.	12/12/2014
12/09/2014 6:40:00	Meadowview	VA	Triangle	1 minute	My husband and teen sons were driving on I81 towards Bristol about a 2mi.  past the Glade Spring exit and saw from a distance an wha	12/12/2014
12/09/2014 2:30:00	Morgantown	WV	Other	15 seconds	Entity showed itself next to black mass in Morgantown, WV.	12/12/2014
12/09/2014 2:00:00	Twin Falls	ID	Triangle	15 seconds	6 orange lights above airport in triangle shape and all disappearing.	12/12/2014
12/08/2014 22:40:00	Republic	MO	Circle	5 minutes	Red, circular, object shot straight up into sky and broke into three, and  flew east.	12/12/2014
12/08/2014 22:01:00	Arvada	CO	Light	10 minutes	Amber Light Changes Solid Red.	12/12/2014
12/08/2014 22:00:00	Military training site	NM	Formation	10 minutes	Three lights near our training sight.	1/07/2015
12/08/2014 19:15:00	Mount Juliet	TN	Light	30	((HOAX??)) Bright Neon Orange light 20 feet above tree level, oval like  sphere vanished appeared to be fare in distance.	12/12/2014
12/08/2014 19:00:00	Gibsonia	PA	Circle	1-3 minutes	Three red-orange round "fiery," quiet, objects in an apparant "maneuver."	12/12/2014
12/08/2014 18:55:00	Phoenix	AZ	Fireball	2 seconds	A large fireball traveling NW at a very high rate of speed. ((NUFORC Note:  Possible meteor?? PD))	12/12/2014
12/08/2014 18:36:00	Mission Viejo (headed towards)	CA	Circle	88 seconds	DETAIL IN THE ZOOM of a bright round fast moving object (might show glimpse  of the propulsion of these objects) SOUTH ORANGE COUNTY CA	12/18/14
12/08/2014 7:20:00	Yorktown Heights	NY	Circle	7 seconds	circle object flying at low speed.	12/12/2014
12/08/2014 4:55:00	Plymouth	MN	Other	12 seconds	Huge electric blue flash lasting 12 seconds in NE sky, pulsing and  flickering. I was driving in Plymouth, foggy wet morning.	12/18/14
12/08/2014 4:20:00	Auburn	AL	Oval	Afternoon	While driving, I looked out the window and there was an object, and it  looked odd. Then I took a picture of the unusual object.	12/12/2014
12/08/2014 3:05:00	Worcester	MA	Light	200 milliseconds	White ball moving at extreme speed.	12/12/2014
12/07/2014 21:00:00	Palmdale	CA	Oval	15 minutes	Oval-shaped aircraft with red and white lights, making a distinct buzzing  sound, hovers over the Palmdale, CA, desert for 10 min..	12/12/2014
12/07/2014 20:53:00	Villa Rica	GA	Cross	30 minutes	((HOAX??)) Drones everywhere in Atlanta.	12/12/2014
12/07/2014 20:15:00	Mountain City	TN	Light	5 minutes	Any info appreciated please.	12/18/14
12/07/2014 19:40:00	Cedar Park	TX	Unknown	a few minutes	Flashing lights (1 red 2 green) with whirring sound, stopped, then changed  direction, then went down towards the earth.	12/12/2014
12/07/2014 18:22:00	Fort Collins	CO	Light		Bright white light.	12/12/2014
12/07/2014 17:20:00	Morrisville	VT	Other	2 seconds	Large, plane-shaped object, illuminated by orange lights, seems to fall out  of sky, but makes no sound.	12/12/2014
12/07/2014 16:20:00	Carleton Place (Canada)	ON	Unknown	3:00	Bright orange object hovering East between Carleton Place & Ottawa, Ontario	12/18/14
12/07/2014 12:07:00	Simi Valley	CA	Sphere	1 minute	A black round object flew across the sky in day time from East to West in  Simi Valley.	12/12/2014
12/07/2014 12:00:00	Montclair	CA	Other	5 minutes	Creepy reddish orange floating eye,(light)!	1/07/2015
12/07/2014 6:55:00	Hooker	OK	Circle	45 seconds	Large, bright orb moved across sky in irregular patterns before vanishing.	12/12/2014
12/07/2014 6:40:00	Los Gatos	CA	Oval	1 minute	A very bright oval shape object seen early in the morning while driving on  highway 17.And then vanished!	1/07/2015
12/07/2014 2:15:00	Porter	TX	Light	2 minutes	Ball of light.	12/12/2014
12/07/2014 0:19:00	Chicago	IL	Triangle	1 second	Unkown object seen in Chicago.	12/12/2014
12/07/2014 0:00:00	Santa Rosa	CA	Sphere	45 minutes	Three white, multi-faceted, pulsing orbs form a triangle.	12/12/2014
12/06/2014 23:00:00	Rochester	MI	Oval		((HOAX??)) Can't put what I saw in one sentence, not possible.	12/18/14
12/06/2014 21:00:00	Gilbert	AZ	Changing	2-3 minutes	Bright glitter/shimmering, long-tailed UFO's in Gilbert!	12/12/2014
12/06/2014 21:00:00	Racine	WI	Light	2 hours	Color-shifting bright light moving slowly across night sky. ((NUFORC Note:  Possible sighting of star, Sirius?? PD))	12/12/2014
12/06/2014 20:00:00	Mesa	AZ	Oval	10 minute	Three lights in sky appear and disappeared.	12/12/2014
12/06/2014 19:00:00	Clearville	PA		loud bang	Loud bang.	12/12/2014
12/06/2014 18:10:00	Patterson	NY	Triangle	5 minutes	Driving down 311 into Patterson from 22 and I see 3 bright lights that were  clearly above the trees on the horizon. As we approached, w	12/12/2014
12/06/2014 17:45:00	Eagle Mountain	UT	Circle	1 minute	Bright white light bluish tinge marquis shaped lights on circular object.	12/12/2014
12/06/2014 12:00:00	Apache Junction	AZ	Triangle	5 minutes	Has anyone else noticed the increased military activity in the skies above  the east valley, Mesa, AZ.	12/12/2014
12/06/2014 7:30:00	Owensboro	KY	Fireball	10-15 minutes	Red orange objects seen flying over Owensboro, KY.	12/12/2014
12/06/2014 1:00:00	North Pole	AK	Triangle	3 minutes	Large triangular shape with lights hovering over the outskirts of North  Pole.	12/12/2014
12/06/2014 0:22:00	Prescott	AZ	Fireball	3 seconds	Blue/white ball of light falling toward Earth, and same color arrow shaped  light which lit up in front of/below it.	12/12/2014
12/05/2014 21:30:00	Dartmouth (Canada)	NS	Light	30 minutes	I went outside to my balcony to have a smoke and I looked up to the sky and  saw 15 lights flashing and blinking. Some were hovering and	12/12/2014
12/05/2014 21:00:00	West Allis	WI	Light	30 seconds	Point of green light zooming back and forth between the rooftops in  downtown West Allis.	12/12/2014
12/05/2014 21:00:00	West Allis	WI	Light	10-15 seconds	Greenish blue light made a u-turn over 71st and Greenfield.	12/12/2014
12/05/2014 19:40:00	Franklin	WI	Light	3-4 minutes	Blue light that changed colors, directions, and disappeared	12/12/2014
12/05/2014 18:45:00	Levittown	PA	Chevron	1 minutes	3 chevron-shaped amber objects engulfed with flames underneath flying in  several formation patterns.	12/12/2014
12/05/2014 18:29:00	West Roxbury	MA	Light	10 minutes	4 lights meeting at a point, rotating 45 degrees, then meeting again.	12/12/2014
12/05/2014 17:45:00	Salt Lake City	UT	Circle	4 minutes	An orange orb traveling low and slow north to south to quickly ascend,  erratic flight path and intermittent flicker.	12/12/2014
12/05/2014 3:30:00	St. Johns River	FL	Light	6 minutes	St. Johns (Route 417): a light overhead dropped to the water level and  straight into the tree line.	1/09/2015
12/04/2014 21:00:00	Fairfax	VT	Disk	2 hours	Two-hour UFO event in Franklin County, Vermont, multiple witnesses.	12/12/2014
12/04/2014 19:00:00	Attalla	AL	Light	2.5-3 hours	Lights in circular motion going in to one another. Stood in same spot for  along time before moving about 60 ft. When they left. They l	12/12/2014
12/04/2014 18:30:00	Spring Valley	CA	Triangle	6-7 minutes	I saw a triangle.	12/12/2014
12/04/2014 18:00:00	I-80 (47 miles west of UT)	NV	Light	5 seconds	Heading west on Hwy 80, about 47 miles into NV (from UT). NW of the highway  in the distance. It looked like a ball of flame.	12/05/2014
12/04/2014 17:00:00	Tampa	FL	Light	1 hour	Strange light falling from the sky, and aircraft chasing it. ((NUFORC Note:  Photo appears to show contrails behind a/c. PD))	12/05/2014
12/04/2014 16:45:00	Westchester	CA	Sphere	15 seconds	Three bright white spheres.	12/05/2014
12/03/2014 23:00:00	Albuquerque	NM	Other	15 seconds	Aircraft shaped like a sine curve, with a green neon light tracing its  edges.	12/05/2014
12/03/2014 22:43:00	Bunn	NC	Circle	3 seconds	Sighted a bright white circular object move across the sky just north of  the Moon.	12/05/2014
12/03/2014 22:10:00	Stony Point	NY	Circle	5 minutes	We noticed a formation of objects first flying in a formation similar to  the Little Dipper traveling from east to west.	12/05/2014
12/03/2014 21:45:00	Dallas	OR	Circle	3 minutes	Large glowing orb that looks like a star from a distance but hovers 300  feet or so above tree line.	12/05/2014
12/03/2014 21:30:00	Kannapolis	NC	Triangle	2-5 minutes	3 white lights in triangular formation hovering in the NW sky of Kannapolis.	12/05/2014
12/03/2014 21:16:00	Carson City	NV		5 minutes	Two objects followed by 20 white lights in a scattered triangle formation.	12/05/2014
12/03/2014 20:55:00	Meansville	GA	Formation	5 minutes	Large formation of red lights with lead light being white.	12/05/2014
12/03/2014 20:30:00	Fort Detrick	MD	Fireball	Few seconds	1 fireball broke into 2 fireballs. ((NUFORC Note: Possible meteor?? PD))	12/05/2014
12/03/2014 20:30:00	Front Royal	VA	Fireball	1 minutes	Fireball.	12/05/2014
12/03/2014 20:30:00	Uniontown	OH		Few seconds	Stepped out of house to go to a store. Saw this huge craft with a long  blueish white streak across the sky from east to northwest.	12/05/2014
12/03/2014 20:25:00	Owings Mills	MD	Fireball	2 seconds	Large, bright double trail low in the sky, falling quickly to the ground.  ((NUFORC Note: Possible meteor?? PD))	12/05/2014
12/03/2014 20:00:00	Altoona	PA	Fireball	2-3 seconds	Roman candle-like fireball streaking across Altoona sky.	12/05/2014
12/03/2014 19:00:00	Fort Wayne	IN	Fireball	10 minutes	Red fireball changing direction in sky.	12/05/2014
12/03/2014 18:42:00	Greenfield	IN	Light	10-15 seconds	Bright light hovers then shoots upwards.	12/05/2014
12/03/2014 18:00:00	Tinley Park	IL	Triangle	45 minutes	Bright red lights flashing look like lights in a triangle formation.  Noticed small moving obj's in the sky with red and blue lights.	12/05/2014
12/03/2014 17:00:00	Independence	MO	Disk	15 minutes	Round disk silver nickle collar. it had black spots on its sides as if  there was air vents open with disk shape open lids above.	1/07/2015
12/03/2014 13:00:00	Canton	MI	Cylinder	1-2 hours	I was going to bed when I noticed colorful lights blinking outside. It  definitely wasn't a plane or Christmas lights.	12/05/2014
12/03/2014 7:15:00	Milwaukee	WI	Light	10 seconds	Two points of light above Bayview.	12/05/2014
12/03/2014 6:50:00	Colwell	IA	Light	5 minutes	Reddish light fixed to the North, disappeared, returned as clear green  light a mile to the East.	12/05/2014
12/03/2014 5:51:00	Broken Arrow	OK	Fireball	2 minutes	Orange glow in sky above broken arrow.	12/05/2014
12/03/2014 4:45:00	Brooksville	FL	Triangle	10 seconds	UFO seen over Brooksville, Florida, with excellent picture of triangular  object!	12/05/2014
12/02/2014 23:00:00	Falls Church	VA	Rectangle	2 minutes	A light that followed me while I was driving.	12/12/2014
12/02/2014 20:50:00	Issaquah	WA	Formation	1 minute	Helicopter following 2 black "holes" in sky.	12/05/2014
12/02/2014 19:10:00	Murpheesboro	TN	Fireball	10-15 seconds	I saw 2 ufo fling in the sky 1 looked like it was on fire and falling ufo  number 2 look like it came down to help it was like it used s	12/05/2014
12/02/2014 18:30:00	La Junta	CO	Light	10 minutes	Several bright lights appeared one at a time, and disappeared. 3x different  times over about 20-30 miles and 10 minutes as we drove.	12/05/2014
12/02/2014 7:15:00	Surprise	AZ	Sphere	30 seconds	Taking picture and saw light from corner of my eye. Looked up and saw it  travel from south to north.	12/05/2014
12/02/2014 6:00:00	Reading	PA	Formation	15	Never seen anything so unlike a plane nor helicopter just weirded me just  watching it then simply disappeared.	12/05/2014
12/02/2014 3:30:00	Eagan	MN			At 3:30 AM on Dec. 2, 2014, my daughter's boyfriend saw a very bright light  shine in my daughters window for 5 sec..	12/05/2014
12/01/2014 23:58:00	Powhatan	VA	Flash	5 seconds	We saw a bright blue and red flash from above the clouds that was silent  and looked like an explosion.	12/05/2014
12/01/2014 23:35:00	Naperville	IL	Light	~10 minutes	Light above Naperville.	12/05/2014
12/01/2014 22:55:00	Merriam	KS	Fireball	~5 minutes	Fireball in the sky that moved slowly then vanished.	12/05/2014
12/01/2014 22:00:00	Bogota D.C. (Colombia)		Circle	40 minutes	Red disk with lights around flying in the sky.	12/05/2014
12/01/2014 21:15:00	Springdale	AR	Fireball	1 minute	I was sitting on my porch when a bright red firey ball/sphere zipped across  the sky and dissapered and a few seconds later it appered	12/05/2014
12/01/2014 21:15:00	Tarentum	PA	Light	10 seconds	A bright light appeared in the sky, started moving south slowly then it  moved really fast. Light seemed blurred from overcast sky.	12/05/2014
12/01/2014 20:37:00	Prescott	AZ	Light	2-3 seconds	Triangular/Chevron of three white lights flew extremely fast East over ERAU  in Prescott, AZ	12/05/2014
12/01/2014 18:40:00	Hartford	WI	Fireball	20 seconds	Fiery, round, object blazed across the night sky, descending rapidly toward  an adjacent field. The flames dissipated as it drew closer.	12/05/2014
12/01/2014 18:20:00	Indian Trail	NC	Sphere	5 seconds	Observed a very bright light changing colors and blinking on and off in the  sky.	12/05/2014
12/01/2014 16:45:00	Lowell	MA	Circle	2-3 seconds	Strange orange object with trail appearing and disappearing quickly at  civil twilight.	12/05/2014
12/01/2014 14:00:00	Virginia Beach	VA	Light	10 seconds	Bright round shiny object.	12/05/2014
12/01/2014 10:00:00	Sheridan	WY	Other	5 minutes	Bright Light U.F.O.. ((NUFORC Note: Possible contrail?? PD))	12/12/2014
12/01/2014 6:50:00	Hearthill (UK/Scotland)		Light	5 minutes	Seen a light appearing then disappearing about 3x after disappearing for  last time seen a light shooting across sky at super speed.	12/05/2014
12/01/2014 2:00:00	Arlington	TX	Unknown	45 minutes	Got up to turn heater on and could hear what sounded like the sound barrier  had been broke like fighter jets.	12/05/2014
12/01/2014 1:30:00	Eustis	FL	Triangle	5 minutes	Blue triangle lights over Eustis, FL.	12/05/2014
12/01/2014	Saint Paul	MN	Light	4 seconds	While driving 94 East by downtown St. Paul, a large white ball of light  moving from the SW to the NE flew across the sky.	12/12/2014